hnid,school,field_of_study,year
ab1995,Stanford University,International Relations,2016
ab1995,Stanford University,International Relations,2017
abaikovitz,"Carnegie Mellon University, School of Computer Science",,2020
abaikovitz,"Carnegie Mellon University, School of Computer Science",,2021
abaikovitz,Carnegie Mellon University's College of Engineering,,2016
abaikovitz,Carnegie Mellon University's College of Engineering,,2017
abaikovitz,Carnegie Mellon University's College of Engineering,,2018
abaikovitz,Carnegie Mellon University's College of Engineering,,2019
abakshi,"University of California, San Diego",Science Biochemistry/ Cell Biology,2006
abakshi,"University of California, San Diego",Science Biochemistry/ Cell Biology,2007
abakshi,"University of California, San Diego",Science Biochemistry/ Cell Biology,2008
abakshi,"University of California, San Diego",Science Biochemistry/ Cell Biology,2009
abakshi,"University of California, San Diego",Science Biochemistry/ Cell Biology,2010
abakshi,The University of Queensland,Biotechnology,2010
abakshi,The University of Queensland,Biotechnology,2011
abakshi,Hillsdale High School,General Education,2002
abakshi,Hillsdale High School,General Education,2003
abakshi,Hillsdale High School,General Education,2004
abakshi,Hillsdale High School,General Education,2005
abakshi,Hillsdale High School,General Education,2006
abali,Pierre Elliott Trudeau High School,,2002
abali,Pierre Elliott Trudeau High School,,2003
abali,Pierre Elliott Trudeau High School,,2004
abali,Pierre Elliott Trudeau High School,,2005
abali,Pierre Elliott Trudeau High School,,2006
abali,Humber College,Machining,2007
abali,University of Waterloo,Mechatronics Engineering,2006
abali,University of Waterloo,Mechatronics Engineering,2007
abali,University of Waterloo,Mechatronics Engineering,2008
abali,University of Waterloo,Mechatronics Engineering,2009
abali,University of Waterloo,Mechatronics Engineering,2010
abali,University of Waterloo,Mechatronics Engineering,2011
abalonebio,"University of California, Berkeley",Molecular Cell Biology And Computer Science,1989
abalonebio,"University of California, Berkeley",Molecular Cell Biology And Computer Science,1990
abalonebio,"University of California, Berkeley",Molecular Cell Biology And Computer Science,1991
abalonebio,"University of California, Berkeley",Molecular Cell Biology And Computer Science,1992
abalonebio,"University of California, Berkeley",Molecular Cell Biology And Computer Science,1993
abalonebio,Yale University,Molecular Biophysics And Biochemistry,1995
abalonebio,Yale University,Molecular Biophysics And Biochemistry,1996
abalonebio,Yale University,Molecular Biophysics And Biochemistry,1997
abalonebio,Yale University,Molecular Biophysics And Biochemistry,1998
abalonebio,Yale University,Molecular Biophysics And Biochemistry,1999
abalonebio,Yale University,Molecular Biophysics And Biochemistry,2000
abarcaalex,Tecnológico de Monterrey,Artificial Intelligence,2021
abarcaalex,Tecnológico de Monterrey,Artificial Intelligence,2022
abarcaalex,Tecnológico de Monterrey,Engineering Physics And Mathematics,2008
abarcaalex,Tecnológico de Monterrey,Engineering Physics And Mathematics,2009
abarcaalex,Tecnológico de Monterrey,Engineering Physics And Mathematics,2010
abarcaalex,Tecnológico de Monterrey,Engineering Physics And Mathematics,2011
abarcaalex,Tecnológico de Monterrey,Engineering Physics And Mathematics,2012
abarcaalex,"Royal Academy of Engineering, London",Business Innovation,2019
abashara,HEC School of Management / HEC Paris,392/400 Gpa,2018
abashara,HEC School of Management / HEC Paris,392/400 Gpa,2019
abashara,HKUST Business School,384/400 Gpa,2018
abashara,HKUST Business School,384/400 Gpa,2019
abashara,Ivey Business School at Western University,Management,2013
abashara,Ivey Business School at Western University,Management,2014
abashara,Ivey Business School at Western University,Management,2015
abashara,Ivey Business School at Western University,Management,2016
abashara,Ivey Business School at Western University,Management,2017
abashara,Ivey Business School at Western University,Management,2018
abashara,Ivey Business School at Western University,Management,2019
Abasi,Imperial College London,Human Molecular Genetics,2008
Abasi,Imperial College London,Human Molecular Genetics,2009
Abasi,Claremont Colleges,Business Management,2013
Abasi,Claremont Colleges,Business Management,2014
Abasi,University of London,Cancer Biology,2010
Abasi,University of London,Cancer Biology,2011
Abasi,University of London,Cancer Biology,2012
Abasi,University of London,Cancer Biology,2013
abastani,"University of California, Berkeley",Computer Science,2019
abastani,"University of California, Berkeley",Computer Science,2020
abastani,"University of California, Berkeley",Computer Science,2021
abastani,"University of California, Berkeley",Computer Science,2022
abastani,"University of California, Berkeley",Computer Science,2023
abbasmehdi,The University of British Columbia,Electrical Engineering,2002
abbasmehdi,The University of British Columbia,Electrical Engineering,2003
abbasmehdi,The University of British Columbia,Electrical Engineering,2004
abbasmehdi,The University of British Columbia,Electrical Engineering,2005
abbasmehdi,The University of British Columbia,Electrical Engineering,2006
abbasmehdi,Rock Health,Healthcare Entrepreneurship,2012
abbottry,Michigan State University,Computer Science,2003
abbottry,Michigan State University,Computer Science,2004
abbottry,Michigan State University,Computer Science,2005
abbottry,Michigan State University,Computer Science,2006
abbottry,Michigan State University,Computer Science,2007
abdallahshaban,University of San Diego,Marketing/ New Venture Management,2016
abdallahshaban,University of San Diego,Marketing/ New Venture Management,2017
abdallahshaban,University of San Diego,Marketing/ New Venture Management,2018
abdallahshaban,University of San Diego,Marketing/ New Venture Management,2019
abdellam,CentraleSupélec,Applied Mathematics,2014
abdellam,CentraleSupélec,Applied Mathematics,2015
abdellam,CentraleSupélec,Applied Mathematics,2016
abdellam,CentraleSupélec,Applied Mathematics,2017
abdellam,Ecole normale supérieure,"Mva, Master Mathematique Vision Apprentissage",2016
abdellam,Ecole normale supérieure,"Mva, Master Mathematique Vision Apprentissage",2017
abduljamjoom,Harvard University,Computer Science And Philosophy,2014
abduljamjoom,Harvard University,Computer Science,2015
abduljamjoom,Harvard University,Computer Science,2016
abduljamjoom,Harvard University,Computer Science,2017
abduljamjoom,Harvard University,Computer Science,2018
abduljamjoom,Harvard University,Computer Science,2019
abduljamjoom,Stanford University,Computer Science And Entreproneurship,2013
abdullahbak,Y Combinator,,2023
abdullahbak,"University of California, Berkeley",Energy Engineering,2021
abefetterman,California Institute of Technology,Physics And Business,2001
abefetterman,California Institute of Technology,Physics And Business,2002
abefetterman,California Institute of Technology,Physics And Business,2003
abefetterman,California Institute of Technology,Physics And Business,2004
abefetterman,California Institute of Technology,Physics And Business,2005
abefetterman,Princeton University,Plasma Physics,2005
abefetterman,Princeton University,Plasma Physics,2006
abefetterman,Princeton University,Plasma Physics,2007
abefetterman,Princeton University,Plasma Physics,2008
abefetterman,Princeton University,Plasma Physics,2009
abefetterman,Princeton University,Plasma Physics,2010
abefetterman,Princeton University,Plasma Physics,2011
abeh,Simon Fraser University,Interaction Design,2001
abeh,Simon Fraser University,Interaction Design,2002
abeh,Simon Fraser University,Interaction Design,2003
abeh,Simon Fraser University,Interaction Design,2004
abeh,Simon Fraser University,Interaction Design,2005
abelr,"Waseda University, Tokyo",,2013
abelr,"Waseda University, Tokyo",,2014
abelr,"Waseda University, Tokyo",,2015
abelr,"Waseda University, Tokyo",,2016
abelr,"Waseda University, Tokyo",,2017
abelsm,Manchester University,,2007
abelsm,Manchester University,,2008
abelsm,Manchester University,,2009
abelsm,Manchester University,,2010
abelsm,Manchester University,,2011
abeshry,University of Alberta,"Computer Science, Chemistry",2011
abeshry,University of Alberta,"Computer Science, Chemistry",2012
abeshry,University of Alberta,"Computer Science, Chemistry",2013
abeshry,University of Alberta,"Computer Science, Chemistry",2014
abeshry,University of Alberta,"Computer Science, Chemistry",2015
abewheeler,University of Washington,364,2013
abewheeler,University of Washington,364,2014
abewheeler,University of Washington,364,2015
abewheeler,University of Southern California,Computer Science,2015
abewheeler,University of Southern California,Computer Science,2016
abewheeler,University of Southern California,Computer Science,2017
abhayana2,Purdue University,Economics,2006
abhayana2,Purdue University,Economics,2007
abhayana2,Purdue University,Economics,2008
abhayana2,Purdue University,Economics,2009
abhayana2,Purdue University,Economics,2010
abhi_lancey,Queen's University,Computer Engineering,2012
abhi_lancey,Queen's University,Computer Engineering,2013
abhi_lancey,Queen's University,Computer Engineering,2014
abhi_lancey,Queen's University,Computer Engineering,2015
abhi_lancey,Queen's University,Computer Engineering,2016
abhi_r,Imperial College London,Materials Engineering,2019
abhi_r,Imperial College London,Materials Engineering,2020
abhi_r,Imperial College London,Materials Engineering,2021
abhi_r,Imperial College London,Materials Engineering,2022
abhi_r,Imperial College London,Materials Engineering,2023
abhi_r,Imperial College London,Materials Engineering,2024
abhi12_ayalur,"University of California, Berkeley",Computer Science And Electrical Engineering,2018
abhi12_ayalur,"University of California, Berkeley",Computer Science And Electrical Engineering,2019
abhi12_ayalur,"University of California, Berkeley",Computer Science And Electrical Engineering,2020
abhi12_ayalur,"University of California, Berkeley",Computer Science And Electrical Engineering,2021
abhi426,IIT Delhi,Mechanical Engineering,1999
abhi426,IIT Delhi,Mechanical Engineering,2000
abhi426,IIT Delhi,Mechanical Engineering,2001
abhi426,IIT Delhi,Mechanical Engineering,2002
abhi426,IIT Delhi,Mechanical Engineering,2003
abhiarora7,"University of California, Berkeley",,2011
abhiarora7,"University of California, Berkeley",,2012
abhiarora7,"University of California, Berkeley",,2013
abhiarora7,"University of California, Berkeley",,2014
abhiarora7,"University of California, Berkeley",,2015
abhiarora7,University of Cambridge,,2018
abhiarora7,University of Cambridge,,2019
abhikp,Lynbrook High School,,1998
abhikp,Lynbrook High School,,1999
abhikp,Lynbrook High School,,2000
abhikp,Lynbrook High School,,2001
abhikp,Lynbrook High School,,2002
abhikp,"University of California, Berkeley",Electrical Engineering And Computer Sciences,2002
abhikp,"University of California, Berkeley",Electrical Engineering And Computer Sciences,2003
abhikp,"University of California, Berkeley",Electrical Engineering And Computer Sciences,2004
abhikp,"University of California, Berkeley",Electrical Engineering And Computer Sciences,2005
abhikp,"University of California, Berkeley",Electrical Engineering And Computer Sciences,2006
abhilashtdharan,College of Engineering Trivandrum,Computer Science,2003
abhilashtdharan,College of Engineering Trivandrum,Computer Science,2004
abhilashtdharan,College of Engineering Trivandrum,Computer Science,2005
